Nama Pengguna,Teks Ulasan,Rating Bintang,Tanggal Ulasan,Jumlah Likes,Ulasan Bersih
Pengguna Google,astaga Sampek ketiduran gua jalanin quest yang isinya cuman bicara pindah tempat ngobrol lagi 1 jam cuman jalani 1 quest,1,2025-06-18 22:04:47,0,astaga sampek tidur gua jalanin quest isi cuman bicara pindah tempat ngobrol jam cuman jalan quest
Pengguna Google,MANA INI TOMBOL SKIP NYA DI KIRA SEMUA ORANG SUKA BACA TEKS BJIRRR BENERIN DULU INI GAME MASIH RUSAK KUK,1,2025-06-18 21:58:00,0,mana tombol skip kira semua orang suka baca teks bjirrr benerin dulu game rusak kuk
Pengguna Google,bgus sekali dan keren,5,2025-06-18 20:39:55,0,bgus sekali keren
Pengguna Google,"kalau bisa main character di kasih suara dong, jangan paimon Mulu yang omong, kesannya kayak pake juru bicara aja. untuk kedepannya itu aja sih yang perlu ditambah, biar ada kesan kita ngobrol beneran dengan npcnya. jangan paimon Mulu yang di banyakin dialognya",4,2025-06-18 20:06:04,0,kalau main character kasih suara dong jangan paimon mulu omong kesan kayak pake juru bicara untuk depan saja perlu tambah biar kesan ngobrol beneran npcnya jangan paimon mulu di banyakin dialog
Pengguna Google,developer nya kikir,1,2025-06-18 19:00:21,0,developer kikir
Pengguna Google,fitur baru anda tidak berguna sama sekali madavaka! mending adakan fitur menghapus sub stat artefak aja mau saya Apis deff2 binatang itu. persulit saja kehidupan kami nambah beban main game anda!!,1,2025-06-18 18:50:59,9,fitur baru tidak guna sama sekali madavaka mending adakan fitur hapus sub stat artefak mau apis deff binatang sulit hidup nambah beban main game
Pengguna Google,this game is absolut cinema bagus banget cuman tolong dong lebih banyakin bansos primo apalagi buat pemula biar bisa gacha dan dapetin char b5 limited yang bagus(tolong kasih skirk dong hoyo dalam (1x pull😁),5,2025-06-18 18:47:24,0,this game is absolut cema bagus banget cuman dong lebih banyakin bansos primo buat mula biar gacha dapetin char b limited bagustolong kasih skirk dong hoyo x pull
Pengguna Google,"tolong berikan fitur skip button dong Mihoyo, aku paham ini game mengandalkan cerita. tapi gak semua orang punya waktu buat ngikutin cerita nya, mereka cuma fokus game gameplay nya",5,2025-06-18 17:33:45,0,ikan fitur skip button dong mihoyo aku paham game andal cerita tidak semua orang punya waktu buat ngikutin cerita cuma fokus game gameplay
Pengguna Google,hoyo ayok lah kasih bansos banyak jangan egois sama player f2p (saya udh pernah top up sih 2x beli welkin) tapi tetep aja jangan lah pelit sama player sendiri lama lama juga bakal berkurang terus player nya karena bansos nya dikit minimal tambahin lah setiap patch dapat 150x pull kita perlu itu 2-3 patch aja cukup kok saya sebagai f2p yg top up karena terpaksa pun tetep ngerasain apa yg di rasain f2p murni yg selalu kekurangan Primo setiap gacha character/wepon plis hoyo plisss bgt kali ini aja,4,2025-06-18 17:22:52,0,hoyo ayok lah kasih bansos banyak jangan egois sama player fp udh pernah top up x beli welkin tetep jangan lah pelit sama player sendiri lama lama bakal kurang terus player bansos dikit minimal tambahin lah patch x pull perlu patch cukup bagai fp top up paksa tetep ngerasain apa di rasain fp murni selalu kurang primo gacha characterwepon plis hoyo plisss banget kali saja
Pengguna Google,kikir bgt,5,2025-06-18 17:00:58,0,kikir banget
Pengguna Google,"gem kikir dev tembok Fandom problematic, game lawak",1,2025-06-18 16:54:56,0,gem kikir dev tembok fandom problematic game lawak
Pengguna Google,mantulllll,5,2025-06-18 16:54:18,0,mantulllll
Pengguna Google,aww beneran dapet skirk makasih hoyo ❤️😘,5,2025-06-18 16:49:34,0,aww beneran dapet skirk makasih hoyo
Pengguna Google,intinya game ini kikir tapi seru,4,2025-06-18 16:38:07,0,inti game kikir seru
Pengguna Google,"baru main lagi, update kemarin, kini update lagi, kapan mainnya,,,,? bosan rasanya, mending of lagi saja. lagi pula isinya yang begitu gitu ajah.",2,2025-06-18 16:34:12,0,baru main update kemarin kini update kapan main bosan rasa mending of saja pula isi begitu gitu ajah
Pengguna Google,good,5,2025-06-18 16:32:14,0,good
Pengguna Google,bagus,5,2025-06-18 16:21:00,0,bagus
Pengguna Google,tolong kenapa fitur hapus manajemen quest terdahulu di hilangin udh bener kemarin ada kok malah ilang,1,2025-06-18 16:05:22,0,kenapa fitur hapus manajemen quest dahulu hilangin udh bener kemarin malah ilang
Pengguna Google,"Terima kasih, Genshin. Lo udah nemenin gue. Tapi sekarang... gue mau nyoba jalan baru. Karena gw kalah di pity 80+ dan dpt Mona yg harapnya Skirk, tapi ya... Semoga aja genshin terus berkembang dan semakin menjadi lebih baik... Terimakasih Genshin, udh temanin gw dari saat Bulan Desember lalu, walaupun aku lupa tanggalnya... Tapi aku masih ingat bulannya dan semua memori dari genshin yg udh gw selesain, dari Mondo, Liyue, Inazuma, dan sekarang yg udh mau akhir dari quest archon sumeru.Terimakash",3,2025-06-18 15:57:38,0,terima kasih genshin lo udah nemenin gue sekarang gue mau nyoba jalan baru gw kalah pity dpt mona harap skirk ya moga genshin terus kembang makin jadi lebih baik terimakasih genshin udh tanin gw saat bulan desember lalu walaupun aku lupa tanggal aku ingat bulan semua memori genshin udh gw selesain mondo liyue inazuma sekarang udh mau akhir quest archon sumeruterimakash
Pengguna Google,story skrik banyak flashbang,4,2025-06-18 15:55:25,0,story skrik banyak flashbang
Pengguna Google,"game nya bagus grafik lumayan bagus dari story juga seru (walau traveler di buat jadi babu). event juga menarik terutama yg mengandung teka teki untuk reward juga sekarang lumayan. tapi untuk system gacha kenapa saya selalu di kasih pity 75 keatas bahkan sampai 85 dan kalah 50/50 setelah nya selalu hard pity lagi. ini akun saya yang bermasalah apa gimana? saya mulai main dari tahun lalu tidak pernah rendah, tolong plis Hoyoverse agar mmbuat system gacha yg lebih ramah😊 saya top up loh bukan f2p",4,2025-06-18 15:51:58,0,game bagus grafik lumayan bagus story seru traveler buat jadi babu event tarik utama kandung teka teki reward sekarang lumayan untuk system gacha selalu kasih pity atas bahkan dan kalah selalu hard pity ini akun masalah apa gimana mulai main tahun lalu pernah rendah plis hoyoverse mmbuat system gacha yang lebih ramah saya top up loh bukan fp
Pengguna Google,"gacanya min, jangan kikir-kikir naikin win rate nya min😋",5,2025-06-18 15:47:09,0,gacanya min jangan kikirkikir naikin win rate min
Pengguna Google,"game nya bagus sih dari segi grafik dan story nya,gacha nya juga bagus cuman sayang aja😃game nya terlalu berat",5,2025-06-18 15:43:05,0,game bagus segi grafik story nyagacha bagus cuman sayang ajagame terlalu berat
Pengguna Google,kikir impek,1,2025-06-18 15:32:12,0,kikir impek
Pengguna Google,"dari segi grafik dan story nya bagus aja not bad😅, tapi game nya agak berat aja sih sampe panas hp ku pas main agak lama. trs saya untuk misi hariannya boleh di bikin lebih banyak variasinya. udah sih itu aja 🙂",4,2025-06-18 15:28:24,0,segi grafik story bagus not bad game berat sampe panas hp ku pas main lama trs untuk misi hari di bikin lebih banyak variasi udah saja
Pengguna Google,game kikir,5,2025-06-18 15:26:22,0,game kikir
Pengguna Google,game bagus minus tombol skip story 🗿,3,2025-06-18 15:18:34,0,game bagus minus tombol skip story
Pengguna Google,kikir banget woilah,3,2025-06-18 15:18:23,0,kikir banget woilah
Pengguna Google,hei dawei (anj) manis. minimal ngegacha itu 70% menang rate off 30% kalah rate off. dan kalah rate off nya itu harus ada char yang bersama di versi itu (kek baner weapon lah intinya) dan yah ini terakhir. ini terakhir permintaan gw. minimal 50 gacha udah emas lah itu aku itung itung dari segi waktu ama ekonomi diteyvat. cari primo kalau cuman ada niat doang. terus yah minimal setiap hari kasih kami bansos 10 pull limited dan kalau player lagi Ultah itu kasih lah b5 limited gratis. jngn lah resin,5,2025-06-18 15:09:11,0,hei dawei anj manis minimal ngegacha menang rate off kalah rate off kalah rate off harus char sama versi kek baner weapon lah inti yah akhir akhir minta gw minimal gacha udah emas lah aku itung itung segi waktu ama ekonomi diteyvat cari primo kalau cuman niat doang terus yah minimal hari kasih bansos pull limited kalau player ultah kasih lah b limited gratis jngn lah resin
Pengguna Google,devloper nya sangat baik,5,2025-06-18 15:05:24,0,devloper sangat baik
Pengguna Google,capek main gk ada perubahan ni game,2,2025-06-18 14:46:53,0,capek main gk ubah ni game
Pengguna Google,ok makin seru,5,2025-06-18 14:31:24,0,makin seru
Pengguna Google,kreennn cuy,5,2025-06-18 14:28:20,0,kreennn cuy
Pengguna Google,Lag impact,1,2025-06-18 14:19:48,0,lag impact
Pengguna Google,"gjls yg bilang ""QUEST NYA LAMA,KEBANYAKAN YAPPING,TAMBAHIN TOMBOL SKIP"" hello? ini genshin impact, hoyo itu g mau tambahin tombol skip biar kita tau ceritanya tentang, apalagi yg bilang QUEST lama, kalo menurut kmu lama udh lu makan aja tuh comission quest, dev nya udh lama lama loh buat quest..ANYWAYS ❤️ U SO MUCH HOYO!! RELEASE COLUMBINA!!🩷🤍🖤",5,2025-06-18 14:19:31,0,gjls bilang quest lamakebanyakan yappingtambahin tombol skip hello genshin impact hoyo g mau tambahin tombol skip biar tau cerita apalagi bilang quest lama kalau kmu lama udh lu makan tuh comission quest dev udh lama lama loh buat questanyways u so much hoyo release columbina
Pengguna Google,bintang 1 bila kalah rate off terus,5,2025-06-18 13:59:56,0,bintang bila kalah rate off terus
Pengguna Google,game gila,1,2025-06-18 13:50:18,0,game gila
Pengguna Google,buruk,1,2025-06-18 13:46:01,0,buruk
Pengguna Google,"game nya cepat bosen, kalau bisa tambahin skip dialog, soalnya pernah ketiduran karena banyak dialog ga guna",3,2025-06-18 13:41:07,0,game cepat bosen kalau tambahin skip dialog soal pernah tidur banyak dialog guna
Pengguna Google,terimakasih hoyoverse sudah buat game RPG dengan cerita yang menarik 👍👍👍,5,2025-06-18 13:34:46,0,terimakasih hoyoverse buat game rpg cerita tarik
Pengguna Google,dialog yang terlalu lama membuat player malas mengerjakan quest,2,2025-06-18 13:28:54,0,dialog terlalu lama buat player malas kerja quest
Pengguna Google,"ini aku kesel si ama fitur terbaru genshin, ini gua abis update terus ada opsi pilih paket terbaik sama dasar, terus terbaik harus downlod semua dan dasar biasa aja, gua Player endgame salah teken, gak bisa batalin malah disuruh downlod 10 gb gila, gak bisa balik lagi, buang-buang waktu dan data si ini gak bisa dicancel",1,2025-06-18 13:23:07,0,aku kesel si ama fitur baru genshin gua abis update terus opsi pilih paket baik sama dasar terus baik downlod semua dasar biasa gua player endgame salah teken batalin malah suruh downlod gb gila bisa balik buangbuang waktu data si tidak bisa dicancel
Pengguna Google,kasih tombol skip lah,5,2025-06-18 12:46:29,0,kasih tombol skip lah
Pengguna Google,gg lah dari dulu selalu pengen main Genshin Impact akhirnya kesampean juga meski rata kiri sih,5,2025-06-18 12:46:25,0,gg lah dulu selalu ken main genshin impact akhir sampean meski rata kiri
Pengguna Google,bagus,5,2025-06-18 12:39:51,0,bagus
Pengguna Google,mantap dah,5,2025-06-18 12:35:57,0,mantap dah
Pengguna Google,fitur skip dialog oy di buat,1,2025-06-18 12:35:54,0,fitur skip dialog oy buat
Pengguna Google,asik aja,4,2025-06-18 12:32:24,0,asik
Pengguna Google,kikir pelit character,1,2025-06-18 12:22:03,0,kikir pelit character
Pengguna Google,game nya mulai membosankan karakternya gak ada yg lincah basic attack nya biasa aja. setiap pertarungan jadi membosankan. lebih seru ZZZ dari segi pertarungan nya karakternya lincah2,3,2025-06-18 12:20:34,0,game mulai bosan karakter ada lincah basic attack biasa tiap tarung jadi bosan lebih seru zzz segi tarung karakter lincah
Pengguna Google,Karena game ini hidupku berubah menjadi cerah,5,2025-06-18 12:16:19,0,game hidup ubah jadi cerah
Pengguna Google,game nya terbaik pisan keren abisss,5,2025-06-18 12:09:32,0,game baik pis keren abisss
Pengguna Google,semuanya bagus aku suka,5,2025-06-18 11:52:15,4,semua bagus aku suka
Pengguna Google,game nyaa udahh baguss quest archon nyaa juga seru tapi pliss lahh hoyoo tambahin skip dialog soalnya gak semua player mau dengerin dialog nya sama setiap quest kasih Primo yang lumayan banyakk kayak 70-100 Primo tergantung seberapa susah quest nyaa,4,2025-06-18 11:51:56,0,game nyaa udahh baguss quest archon nyaa seru pliss lahh hoyoo tambahin skip dialog soal semua player mau dengerin dialog sama quest kasih primo lumayan banyakk kayak primo gantung berapa susah quest nyaa
Pengguna Google,lumayan,4,2025-06-18 11:51:41,0,lumayan
Pengguna Google,"ok, sering' bansos hoyo, jngn bkin kikir💓🌹",5,2025-06-18 11:47:37,0,sering bansos hoyo jngn bkin kikir
Pengguna Google,"seru,asik,keren banget 😭 💞",5,2025-06-18 11:44:56,0,seruasikkeren banget
Pengguna Google,game bacot banyak drama udah update masih aja berat kikir kikir,1,2025-06-18 11:43:30,0,game bacot banyak drama udah update saja berat kikir kikir
Pengguna Google,"Just wanna help the developer for have a good rate, hey guys make some game is so difficult, so please Appreciate someone who has fought for it. Thank you",5,2025-06-18 11:41:29,0,just wanna help the developer for have a good rate hey guys make some game is so difficult so please appreciate someone who has fought for it thank you
Pengguna Google,akhirnya,5,2025-06-18 11:03:45,1,akhir
Pengguna Google,Ra kuat,5,2025-06-18 10:50:47,0,ra kuat
Pengguna Google,"Sejauh ini masih oke , mohon untuk skip obrolan nya bisa di approve",5,2025-06-18 10:50:38,0,jauh masih oke mohon skip obrol di approve
Pengguna Google,meledak hp ku wak,5,2025-06-18 10:44:08,0,ledak hp ku wak
Pengguna Google,"Buang"" Waktu main ni game Explore lama, reward sedikit, yapping iya, tanpa skip dialog, teka teki komplex tapi hadiahnya sedikit, exploring kurang cepat, chest sedikit, kurang nya clue pada pengerjaan world quest membuat player sulit dan lama mencari primo, gacha ampas, qiqi hama, biaya gacha setara game gacha lain tetapi lebih sulit mendapatakan mata uang, kurangnya benefit pada menu event, update tidak ada yang baru hanya mengganti banner character,update terus terusan tetapi perkembangannya t",1,2025-06-18 10:39:47,1,buang waktu main ni game explore lama reward sedikit yapping iya skip dialog teka teki komplex hadiah sedikit exploring kurang cepat chest sedikit kurang clue kerja world quest buat player sulit lama cari primo gacha ampas qiqi hama biaya gacha tara game gacha lebih sulit mendapatakan mata uang kurang benefit menu event update ada baru ganti banner characterupdate terus terus tetapi kembang t
Pengguna Google,"halah, udh di kasih b5 ga menang rate off, malah dapat jean kambing. Game kikirrr😡😡",1,2025-06-18 10:29:00,0,halah udh kasih b menang rate off malah jean kambing game kikirrr
Pengguna Google,"game nya zeruuuuuu abiezzzz,,, tapi bisa ga aset char mommy nya gede lagi kaya game sebelah 😇",5,2025-06-18 10:25:46,0,game zeruuuuuu abiezzzz bisa aset char mommy gede kaya game belah
Pengguna Google,"kenapa Cuma GI dari semua game Hoyoverse yang Yappingnya gk bisa si Skip sih, zzz bisa, HSR next update 3.4 bisa, ini dong loh, dah males banget main dah lah pensi",1,2025-06-18 10:17:35,0,cuma gi semua game hoyoverse yappingnya gk si skip zzz hsr next update ini dong loh dah males banget main dah lah pensi
Pengguna Google,PLEASE BE AVAIBLE ON TABLET A80,4,2025-06-18 10:17:00,0,please be avaible on tablet a
Pengguna Google,kikir aja,4,2025-06-18 10:10:43,0,kikir
Pengguna Google,kikir,5,2025-06-18 10:04:31,0,kikir
Pengguna Google,game rasis anying,1,2025-06-18 10:00:30,1,game ras anying
Pengguna Google,wanderer rerun when.,5,2025-06-18 09:55:51,0,wanderer rerun when
Pengguna Google,"kecewa dengan genshin karena buat ceweku nangis kecewa banget, cape² nguli ga dapet apa apa parahh ku kasih Bintang 1",1,2025-06-18 09:52:06,0,kecewa genshin buat ceweku nang kecewa banget cape nguli dapet apa apa parahh ku kasih bintang
Pengguna Google,MENDING MAIN CRYSTAL OF ATLAN . LEBIH MENARIK GAMEPLAY SAMA CLASS NYA,1,2025-06-18 09:50:15,0,mending main crystal of atlan lebih tarik gameplay sama class
Pengguna Google,seruuu abizz,5,2025-06-18 09:36:08,0,seruuu abizz
